TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,follow,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
Self Enquiry,1,Small Business,3,5,0,3,0,51,540.0,male,4,Basic,5,Executive,361905.0,Married,Has Car,2
Self Enquiry,1,Large Business,2,5,0,4,0,36,480.0,female,4,Basic,1,Executive,266535.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,4,0,4,0,26,1020.0,male,4,Standard,1,Senior Manager,350000.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,5,0,3,0,51,540.0,male,4,Basic,3,Executive,352695.0,Single,Has Car,2
Self Enquiry,1,Salaried,3,4,0,3,0,26,540.0,male,4,Deluxe,8,AVP,525690.0,Married,Has Car,0
Company Invited,3,Small Business,2,4,0,1,0,46,780.0,male,4,Standard,2,Senior Manager,367995.0,Single,No Car,1
Company Invited,3,Large Business,1,4,0,1,0,50,780.0,male,4,Standard,1,Senior Manager,386160.0,Single,Has Car,0
Company Invited,2,Salaried,2,4,0,2,0,37,1200.0,male,4,Deluxe,1,Manager,342390.0,Divorced,Has Car,1
Company Invited,2,Salaried,2,4,0,1,0,54,480.0,male,4,Standard,2,Senior Manager,356580.0,Single,Has Car,1
Company Invited,3,Small Business,1,4,0,1,0,51,780.0,female,4,Deluxe,7,Manager,364875.0,Single,Has Car,0
Company Invited,1,Salaried,2,4,0,3,0,32,720.0,male,4,Standard,1,Senior Manager,365580.0,Single,Has Car,1
Self Enquiry,1,Salaried,3,5,0,5,0,40,420.0,male,4,King,3,VP,500325.0,Divorced,Has Car,2
Company Invited,1,Salaried,2,4,0,3,0,48,540.0,male,4,Deluxe,7,Executive,479115.0,Divorced,No Car,1
Self Enquiry,1,Salaried,3,4,0,3,0,57,540.0,male,4,Standard,24,Senior Manager,358605.0,Single,Has Car,2
Company Invited,1,Salaried,3,4,0,3,0,48,780.0,female,4,Standard,2,Senior Manager,400000.0,Single,Has Car,2
Company Invited,1,Large Business,3,5,1,3,0,60,1980.0,male,4,Deluxe,5,AVP,562860.0,Married,Has Car,2
Company Invited,2,Salaried,2,4,0,4,0,30,1620.0,male,4,Deluxe,1,Executive,296100.0,Single,No Car,1
Self Enquiry,1,Salaried,3,5,0,4,0,44,660.0,male,5,King,3,VP,567525.0,Married,No Car,0
Self Enquiry,1,Small Business,2,5,0,4,0,50,960.0,female,4,Standard,5,Senior Manager,317595.0,Single,No Car,1
Self Enquiry,1,Large Business,1,4,0,5,0,40,780.0,male,4,Standard,1,Senior Manager,345330.0,Single,Has Car,0
Self Enquiry,1,Large Business,1,4,0,3,1,31,900.0,female,4,Basic,2,Executive,345060.0,Divorced,No Car,0
Self Enquiry,2,Small Business,2,4,1,2,0,35,1080.0,male,4,Standard,4,Senior Manager,394860.0,Single,No Car,1
Company Invited,3,Small Business,2,4,1,1,0,40,960.0,male,4,Standard,2,Senior Manager,468840.0,Divorced,No Car,1
Company Invited,1,Small Business,2,4,0,2,0,34,780.0,female,4,Deluxe,1,Manager,301335.0,Single,Has Car,1
Self Enquiry,1,Small Business,2,5,0,2,0,36,480.0,female,4,Standard,7,Senior Manager,464130.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,2,0,60,660.0,male,4,Deluxe,20,AVP,572265.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,2,4,0,1,0,56,420.0,female,4,Standard,5,Senior Manager,400000.0,Divorced,No Car,1
Company Invited,1,Small Business,2,5,0,1,0,36,480.0,female,4,Deluxe,2,Manager,450000.0,Married,No Car,1
Self Enquiry,1,Salaried,2,4,0,5,0,48,360.0,female,4,Standard,2,Senior Manager,330105.0,Single,No Car,1
Company Invited,1,Salaried,2,4,0,4,0,36,420.0,male,4,Standard,2,Senior Manager,365355.0,Single,Has Car,1
Self Enquiry,3,Salaried,2,3,0,1,0,39,660.0,male,4,Standard,2,Senior Manager,394005.0,Divorced,No Car,0
Self Enquiry,1,Large Business,1,4,1,2,0,33,540.0,female,4,Standard,1,Senior Manager,390000.0,Married,Has Car,0
Self Enquiry,1,Salaried,3,3,0,4,0,40,900.0,male,3,Deluxe,5,Manager,315495.0,Married,No Car,1
Company Invited,1,Salaried,3,3,0,1,0,56,540.0,male,3,Deluxe,3,Manager,335205.0,Single,Has Car,2
Company Invited,3,Salaried,3,4,0,1,0,50,420.0,male,4,Deluxe,5,AVP,432105.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,4,3,0,3,0,52,1020.0,male,4,Deluxe,28,Manager,355125.0,Married,No Car,0
Self Enquiry,2,Small Business,3,3,0,3,0,40,2040.0,female,4,Deluxe,3,Manager,355290.0,Single,Has Car,1
Self Enquiry,2,Small Business,3,3,0,5,0,34,360.0,male,3,Standard,2,Senior Manager,375150.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,35,720.0,female,3,Deluxe,8,Manager,332010.0,Single,No Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,31,1980.0,female,3,Deluxe,3,Manager,367485.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,52,480.0,male,3,Deluxe,5,Manager,300000.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,4,0,3,0,30,1800.0,male,3,Deluxe,3,Manager,314730.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,4,0,3,0,27,540.0,female,3,Basic,2,Executive,269070.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,36,1500.0,male,3,Deluxe,5,Manager,339645.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,27,960.0,male,4,Basic,2,Executive,357510.0,Married,No Car,2
Self Enquiry,2,Small Business,3,3,0,4,1,20,900.0,female,4,Basic,3,Executive,313815.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,37,420.0,female,3,Deluxe,5,Manager,337860.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,42,780.0,male,3,Deluxe,1,Manager,330000.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,4,1,4,1,30,1500.0,female,3,Deluxe,12,Manager,362850.0,Single,No Car,1
Self Enquiry,1,Small Business,3,4,0,3,0,37,1140.0,male,4,Basic,5,Executive,273015.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,51,1860.0,male,3,Deluxe,5,Manager,371370.0,Married,No Car,1
Self Enquiry,1,Small Business,3,4,0,3,0,42,840.0,male,3,Deluxe,1,AVP,504540.0,Divorced,Has Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,31,1440.0,female,3,Deluxe,2,Manager,300225.0,Single,Has Car,1
Company Invited,2,Small Business,3,3,0,4,0,35,2040.0,male,3,Deluxe,2,Manager,341880.0,Married,No Car,1
Company Invited,2,Small Business,1,4,0,3,1,21,780.0,female,5,Basic,3,Executive,251775.0,Single,Has Car,0
Self Enquiry,2,Small Business,2,4,0,4,0,44,660.0,male,5,Standard,2,Senior Manager,406980.0,Married,Has Car,1
Self Enquiry,2,Small Business,2,4,0,3,0,40,1620.0,female,5,Basic,2,Executive,400000.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,5,0,3,0,30,780.0,female,5,Deluxe,3,Manager,300000.0,Married,No Car,2
Self Enquiry,2,Small Business,2,4,0,4,0,28,660.0,male,5,Basic,3,Executive,311565.0,Single,No Car,1
Company Invited,3,Small Business,2,5,0,4,0,35,480.0,female,5,Deluxe,3,Manager,369705.0,Single,No Car,1
Self Enquiry,2,Salaried,3,3,0,3,0,37,2160.0,female,2,Deluxe,6,Manager,345300.0,Married,No Car,1
Self Enquiry,3,Small Business,2,4,0,2,0,34,780.0,male,5,Basic,12,Executive,324900.0,Single,No Car,1
Company Invited,1,Small Business,3,3,0,3,0,30,1980.0,male,2,Deluxe,3,Manager,350000.0,Married,Has Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,49,1440.0,female,3,Deluxe,2,Manager,348840.0,Married,No Car,1
Company Invited,1,Salaried,3,3,0,3,0,41,1980.0,female,3,Deluxe,2,Manager,310290.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,38,780.0,male,4,Deluxe,3,Manager,300000.0,Single,No Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,37,840.0,male,3,Basic,5,Executive,350000.0,Divorced,No Car,1
Company Invited,3,Salaried,3,4,0,4,0,49,780.0,male,5,Standard,5,Senior Manager,378615.0,Single,Has Car,2
Self Enquiry,2,Salaried,2,4,0,4,0,20,660.0,male,5,Standard,2,Senior Manager,400000.0,Married,Has Car,1
Company Invited,1,Small Business,3,3,1,4,0,20,1020.0,male,3,Basic,2,Executive,253125.0,Married,No Car,1
Company Invited,1,Small Business,3,4,0,5,0,43,900.0,female,3,Deluxe,3,AVP,564240.0,Divorced,Has Car,2
Self Enquiry,1,Salaried,3,3,1,4,0,29,900.0,female,3,Deluxe,2,Manager,350000.0,Married,Has Car,1
Self Enquiry,1,Salaried,3,4,0,5,0,53,840.0,male,3,King,6,VP,575250.0,Married,Has Car,2
Self Enquiry,1,Small Business,2,4,0,1,0,59,1860.0,female,5,Deluxe,6,AVP,465645.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,3,0,20,960.0,female,5,Basic,12,Executive,318060.0,Single,No Car,1
Self Enquiry,1,Large Business,3,4,0,4,0,27,600.0,male,5,Basic,2,Executive,347280.0,Married,No Car,2
Company Invited,1,Small Business,2,4,0,3,0,41,540.0,male,5,Standard,2,Senior Manager,455970.0,Single,No Car,1
Self Enquiry,1,Small Business,3,5,0,3,0,25,480.0,female,5,Basic,3,Executive,309915.0,Divorced,Has Car,2
Company Invited,1,Large Business,3,4,0,4,0,36,780.0,male,5,Basic,3,Executive,307020.0,Divorced,No Car,2
Company Invited,2,Small Business,2,4,0,4,0,33,780.0,female,5,Deluxe,5,Manager,300000.0,Married,No Car,1
Self Enquiry,1,Salaried,3,4,0,3,0,53,600.0,male,5,Standard,1,Senior Manager,340000.0,Single,Has Car,2
Company Invited,2,Large Business,2,4,0,3,0,54,900.0,male,4,Standard,2,Senior Manager,400000.0,Married,No Car,1
Self Enquiry,2,Small Business,2,4,1,3,1,35,900.0,male,4,Basic,5,Executive,261270.0,Married,No Car,1
Company Invited,3,Salaried,3,4,1,3,1,32,720.0,female,6,Basic,4,Executive,317820.0,Single,No Car,2
Self Enquiry,1,Large Business,4,3,0,4,0,51,840.0,male,4,Basic,20,Executive,350000.0,Divorced,No Car,1
Self Enquiry,2,Small Business,2,4,0,2,0,38,1320.0,male,1,Deluxe,2,Manager,267015.0,Married,Has Car,1
Self Enquiry,2,Small Business,4,3,0,3,0,36,540.0,male,4,Basic,5,Executive,353745.0,Married,No Car,1
Self Enquiry,1,Small Business,2,4,0,2,1,44,780.0,male,3,Basic,7,Executive,261240.0,Divorced,Has Car,1
Company Invited,1,Small Business,2,5,0,2,0,57,600.0,female,3,Deluxe,4,AVP,574155.0,Married,No Car,0
Self Enquiry,1,Small Business,4,3,0,4,0,34,720.0,female,4,Basic,5,Executive,312855.0,Divorced,No Car,1
Self Enquiry,1,Small Business,4,3,0,3,0,29,960.0,male,4,Basic,3,Executive,311910.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,2,4,0,4,0,30,1440.0,female,1,Basic,6,Executive,251280.0,Married,Has Car,1
Self Enquiry,2,Small Business,2,4,1,4,0,23,480.0,male,1,Deluxe,1,Manager,352215.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,3,0,32,540.0,female,3,Basic,8,Executive,271065.0,Married,Has Car,1
Self Enquiry,1,Large Business,2,4,0,4,0,20,900.0,male,1,Basic,2,Executive,260000.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,3,1,3,0,41,480.0,female,3,Deluxe,3,Manager,365835.0,Married,No Car,1
Self Enquiry,1,Salaried,4,3,0,4,0,38,960.0,female,2,Deluxe,12,Manager,361950.0,Married,Has Car,1
Company Invited,2,Salaried,2,4,0,2,0,38,900.0,female,3,Deluxe,5,Manager,309435.0,Married,No Car,1
Company Invited,3,Small Business,2,4,0,2,0,57,1800.0,female,3,Deluxe,2,AVP,399960.0,Divorced,No Car,1
Self Enquiry,2,Salaried,2,4,0,1,0,33,1920.0,male,3,Deluxe,4,Manager,333285.0,Married,No Car,1
Company Invited,3,Large Business,3,4,0,1,0,50,780.0,male,3,Standard,2,Senior Manager,367065.0,Married,Has Car,2
Self Enquiry,3,Large Business,3,4,0,2,0,29,780.0,female,3,Standard,8,Senior Manager,400000.0,Single,No Car,2
Company Invited,2,Small Business,3,4,0,2,1,40,960.0,female,3,Standard,2,Senior Manager,345810.0,Married,No Car,2
Company Invited,2,Small Business,2,4,0,2,0,41,660.0,male,3,Standard,2,Senior Manager,351660.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,4,0,1,0,55,780.0,female,3,Standard,2,Senior Manager,460710.0,Divorced,Has Car,2
Company Invited,2,Small Business,2,4,0,2,0,33,780.0,male,3,Deluxe,2,Manager,305385.0,Married,Has Car,1
Company Invited,2,Salaried,3,4,0,1,0,57,420.0,male,4,Standard,7,Senior Manager,360810.0,Divorced,No Car,2
Self Enquiry,3,Small Business,2,4,0,2,0,34,1260.0,female,3,Standard,7,Senior Manager,360000.0,Divorced,Has Car,1
Company Invited,2,Small Business,2,4,0,2,1,31,720.0,female,3,Deluxe,7,Manager,276165.0,Divorced,No Car,1
Self Enquiry,2,Salaried,3,4,0,2,0,33,840.0,male,3,Standard,5,Senior Manager,418470.0,Married,No Car,2
Company Invited,3,Salaried,3,4,0,1,0,41,660.0,female,3,Standard,2,Senior Manager,340995.0,Single,No Car,2
Company Invited,3,Small Business,2,4,0,2,0,37,1080.0,male,3,Standard,2,Senior Manager,412785.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,4,0,2,0,36,1800.0,male,3,Deluxe,2,AVP,400000.0,Single,No Car,1
Company Invited,2,Small Business,3,4,1,1,0,53,780.0,female,3,Standard,8,Senior Manager,393075.0,Married,No Car,2
Self Enquiry,2,Small Business,3,5,1,2,0,38,540.0,female,3,Basic,5,Executive,263940.0,Single,Has Car,2
Company Invited,2,Salaried,2,4,1,1,0,33,540.0,male,3,Deluxe,1,Manager,263070.0,Divorced,Has Car,1
Company Invited,2,Large Business,2,4,1,2,0,50,780.0,female,3,Standard,5,Senior Manager,395460.0,Married,No Car,1
Self Enquiry,1,Salaried,2,4,0,2,0,34,420.0,male,3,Standard,1,Senior Manager,346410.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,4,0,1,0,40,720.0,male,3,Standard,2,Senior Manager,359430.0,Single,Has Car,1
Company Invited,1,Salaried,3,4,0,2,0,35,480.0,male,3,Standard,2,Senior Manager,272220.0,Single,Has Car,2
Self Enquiry,1,Small Business,3,4,0,2,0,30,480.0,male,4,Basic,3,Executive,344190.0,Divorced,No Car,2
Company Invited,1,Salaried,2,4,0,2,0,30,1260.0,male,3,Basic,7,Senior Manager,352710.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,2,0,22,1620.0,female,3,Basic,2,Executive,305640.0,Single,No Car,1
Self Enquiry,1,Salaried,3,4,0,2,0,55,900.0,male,3,Standard,2,Senior Manager,371505.0,Single,Has Car,2
Company Invited,1,Small Business,3,4,0,2,0,32,420.0,male,4,Basic,8,Senior Manager,318510.0,Single,No Car,1
Company Invited,1,Salaried,2,4,0,1,0,36,1080.0,male,3,Deluxe,12,Manager,330000.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,3,5,0,2,0,37,480.0,male,3,Standard,1,Senior Manager,400000.0,Married,No Car,2
Company Invited,1,Salaried,2,4,0,1,0,29,960.0,male,3,Standard,2,Senior Manager,465585.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,2,4,0,1,0,47,1380.0,male,4,Standard,2,Senior Manager,409185.0,Married,Has Car,1
Self Enquiry,1,Large Business,3,4,0,1,0,39,780.0,male,4,Standard,3,Senior Manager,376800.0,Married,Has Car,2
Company Invited,1,Salaried,2,4,0,1,0,48,480.0,male,3,Standard,8,Senior Manager,368025.0,Single,No Car,1
Self Enquiry,1,Small Business,2,4,0,1,0,30,1380.0,female,4,Standard,2,Manager,364545.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,3,5,0,4,0,53,420.0,male,4,King,7,VP,500000.0,Married,Has Car,1
Self Enquiry,3,Small Business,3,4,0,4,0,42,840.0,female,3,Standard,5,Senior Manager,404610.0,Married,Has Car,2
Self Enquiry,3,Small Business,2,5,0,4,1,38,600.0,male,3,Basic,1,Executive,287250.0,Married,Has Car,1
Company Invited,3,Small Business,1,4,0,3,0,35,1320.0,female,3,Basic,2,Executive,257370.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,1,4,0,3,0,35,1380.0,female,4,Deluxe,2,Manager,337725.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,1,4,0,3,0,56,1380.0,female,3,Deluxe,16,Manager,318630.0,Divorced,No Car,0
Self Enquiry,3,Small Business,1,4,0,3,0,36,720.0,female,3,Deluxe,4,Manager,300000.0,Divorced,No Car,0
Company Invited,2,Small Business,2,4,0,3,1,37,1080.0,female,3,Basic,5,Executive,269010.0,Divorced,No Car,1
Company Invited,2,Small Business,3,3,1,4,1,34,660.0,female,3,Basic,5,Executive,260010.0,Divorced,Has Car,0
Company Invited,2,Salaried,1,4,0,3,0,30,360.0,female,3,Standard,2,Senior Manager,368655.0,Single,Has Car,0
Company Invited,2,Salaried,1,4,0,4,0,37,900.0,male,3,Deluxe,1,Manager,276225.0,Single,Has Car,0
Self Enquiry,2,Salaried,1,4,0,4,0,57,720.0,male,3,Standard,5,Senior Manager,400000.0,Single,Has Car,0
Self Enquiry,2,Salaried,1,4,0,3,0,30,900.0,female,3,Basic,5,Executive,256230.0,Single,No Car,0
Company Invited,2,Small Business,2,4,1,4,0,30,780.0,male,3,Deluxe,2,Manager,300000.0,Single,No Car,1
Company Invited,3,Salaried,1,4,1,3,0,56,540.0,male,3,Standard,2,Senior Manager,345330.0,Single,Has Car,0
Self Enquiry,1,Small Business,1,4,0,3,0,39,780.0,male,3,Basic,3,Executive,259020.0,Single,No Car,0
Self Enquiry,1,Small Business,2,4,0,4,0,26,780.0,female,3,Basic,1,Executive,244485.0,Single,No Car,1
Self Enquiry,1,Small Business,1,4,0,3,0,20,1260.0,female,3,Standard,3,Senior Manager,262905.0,Divorced,No Car,0
Company Invited,1,Small Business,1,4,0,4,0,53,960.0,female,3,Standard,1,Senior Manager,400000.0,Married,Has Car,0
Self Enquiry,1,Small Business,2,5,0,4,0,41,600.0,female,3,King,3,VP,470000.0,Single,No Car,1
Company Invited,1,Large Business,1,4,0,4,0,43,1560.0,male,3,Deluxe,20,Manager,330000.0,Single,Has Car,0
Self Enquiry,1,Small Business,1,4,0,4,0,30,720.0,male,3,Deluxe,2,Manager,249120.0,Married,Has Car,0
Self Enquiry,1,Large Business,1,4,0,3,0,33,360.0,male,3,Standard,2,Senior Manager,300000.0,Married,No Car,0
Company Invited,2,Small Business,1,4,0,2,0,32,1200.0,male,3,Basic,2,Executive,253410.0,Married,No Car,0
Self Enquiry,2,Small Business,1,4,0,2,0,36,300.0,male,3,Standard,2,Senior Manager,359415.0,Married,No Car,0
Self Enquiry,3,Large Business,1,4,0,2,0,37,900.0,male,3,Standard,2,Senior Manager,400000.0,Married,No Car,0
Company Invited,2,Small Business,1,4,0,2,0,34,1020.0,female,4,Basic,2,Executive,268125.0,Single,No Car,0
Company Invited,2,Small Business,1,4,0,1,0,28,1020.0,male,3,Basic,2,Executive,301995.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,2,4,0,2,1,42,1560.0,male,3,Deluxe,5,Manager,300000.0,Married,Has Car,1
Company Invited,3,Salaried,1,4,0,2,0,29,1200.0,male,3,Standard,2,Senior Manager,389730.0,Single,Has Car,0
Company Invited,3,Small Business,2,4,0,1,0,39,1380.0,female,3,Deluxe,2,Manager,305970.0,Divorced,No Car,1
Company Invited,2,Small Business,1,4,0,2,0,33,780.0,male,3,Deluxe,1,Manager,292350.0,Married,No Car,0
Company Invited,2,Salaried,1,4,0,2,0,59,960.0,male,3,Standard,8,Senior Manager,411000.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,2,4,0,2,0,30,480.0,male,3,Deluxe,2,Manager,376470.0,Married,Has Car,1
Self Enquiry,2,Small Business,1,4,0,2,1,27,960.0,female,3,Basic,2,Executive,269730.0,Married,No Car,0
Company Invited,2,Small Business,1,4,0,1,0,28,660.0,male,3,Deluxe,1,Manager,253410.0,Married,Has Car,0
Company Invited,3,Salaried,2,4,0,1,0,47,720.0,male,3,Standard,8,Senior Manager,369315.0,Single,No Car,1
Company Invited,2,Small Business,1,4,0,2,1,54,420.0,female,3,Deluxe,1,AVP,471165.0,Single,Has Car,0
Company Invited,2,Small Business,1,4,0,2,0,37,780.0,female,3,Deluxe,8,Manager,294630.0,Married,Has Car,0
Self Enquiry,2,Small Business,1,4,0,1,0,35,660.0,male,3,Basic,1,Executive,259770.0,Single,Has Car,0
Company Invited,1,Small Business,3,4,1,1,0,58,480.0,male,3,Basic,6,Executive,386205.0,Divorced,No Car,2
Company Invited,1,Small Business,2,5,1,2,1,42,600.0,male,4,Basic,5,Executive,343125.0,Married,No Car,1
Company Invited,1,Large Business,3,4,0,4,0,32,840.0,female,3,Standard,2,Senior Manager,356310.0,Married,No Car,2
Company Invited,1,Salaried,1,4,0,4,0,46,960.0,male,3,Basic,6,Executive,272895.0,Married,No Car,0
Company Invited,1,Salaried,1,4,0,3,0,36,960.0,female,3,Standard,5,Senior Manager,365820.0,Married,Has Car,0
Company Invited,1,Salaried,1,4,0,3,0,33,720.0,female,3,Standard,1,Senior Manager,347100.0,Married,Has Car,0
Company Invited,1,Salaried,1,4,0,4,0,41,1260.0,male,3,Standard,2,Senior Manager,387195.0,Married,Has Car,0
Self Enquiry,1,Salaried,2,4,0,4,0,50,1320.0,female,3,Deluxe,6,AVP,446355.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,1,4,0,4,0,56,1140.0,female,3,Standard,8,Senior Manager,360000.0,Single,Has Car,0
Company Invited,1,Salaried,2,4,1,3,1,46,420.0,male,3,Standard,4,Senior Manager,335160.0,Married,No Car,1
Self Enquiry,2,Small Business,2,4,1,1,0,51,600.0,female,3,Standard,6,Senior Manager,300000.0,Single,Has Car,1
Self Enquiry,2,Small Business,2,4,1,1,1,37,360.0,female,3,Standard,1,Senior Manager,400000.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,2,4,1,1,0,49,480.0,female,3,Standard,1,Senior Manager,374640.0,Married,Has Car,1
Company Invited,2,Small Business,2,4,1,2,1,42,840.0,female,3,Deluxe,8,Manager,264585.0,Married,No Car,1
Company Invited,1,Small Business,2,4,0,1,0,39,1080.0,female,3,Deluxe,2,Manager,328170.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,4,0,1,0,30,660.0,female,3,Standard,1,Executive,257265.0,Married,Has Car,1
Company Invited,1,Salaried,2,4,0,2,0,36,900.0,male,3,Standard,2,Senior Manager,381735.0,Single,No Car,1
Company Invited,1,Small Business,2,4,0,1,0,32,540.0,male,3,Standard,2,Senior Manager,413040.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,4,0,2,0,54,420.0,female,3,Deluxe,2,Manager,381450.0,Single,Has Car,1
Company Invited,1,Small Business,1,4,0,2,0,31,1260.0,female,3,Basic,2,Executive,250000.0,Married,Has Car,0
Company Invited,1,Large Business,2,4,0,2,1,41,1560.0,female,3,Deluxe,3,Manager,366570.0,Single,Has Car,1
Self Enquiry,1,Salaried,1,4,0,2,0,35,480.0,female,3,Standard,4,Senior Manager,385470.0,Married,Has Car,0
Self Enquiry,1,Large Business,1,4,0,1,0,20,600.0,female,3,Standard,1,Senior Manager,266565.0,Divorced,No Car,0
Company Invited,1,Salaried,1,4,0,2,0,32,840.0,male,3,Standard,2,Senior Manager,360000.0,Single,Has Car,0
Self Enquiry,1,Salaried,1,4,0,2,0,29,600.0,male,3,Standard,8,Senior Manager,358095.0,Single,No Car,0
Self Enquiry,1,Salaried,1,4,0,1,0,50,420.0,male,3,Standard,2,Senior Manager,442110.0,Married,No Car,0
Self Enquiry,1,Salaried,2,5,0,1,0,56,1680.0,male,3,Deluxe,6,AVP,533670.0,Single,Has Car,1
Self Enquiry,1,Salaried,3,5,0,4,0,51,480.0,female,4,Deluxe,4,AVP,469830.0,Single,Has Car,0
Company Invited,1,Salaried,3,4,0,1,0,48,480.0,female,3,King,4,VP,568275.0,Married,No Car,0
Company Invited,1,Small Business,1,3,0,4,1,28,1080.0,female,3,Basic,12,Executive,259245.0,Married,No Car,0
Company Invited,2,Salaried,2,4,0,1,0,35,900.0,male,4,Deluxe,2,AVP,448140.0,Divorced,Has Car,0
Company Invited,3,Small Business,2,4,0,2,0,54,780.0,female,4,Standard,1,Senior Manager,469290.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,2,4,0,2,0,32,1020.0,male,4,Standard,2,Senior Manager,353805.0,Divorced,Has Car,1
Self Enquiry,2,Large Business,2,4,0,2,0,39,720.0,female,4,Basic,2,Executive,326235.0,Single,Has Car,1
Company Invited,3,Small Business,2,4,0,2,0,41,600.0,male,4,Standard,8,Senior Manager,394965.0,Divorced,Has Car,0
Self Enquiry,3,Salaried,2,4,0,2,0,20,1200.0,male,4,Standard,2,Senior Manager,400000.0,Married,No Car,0
Self Enquiry,2,Small Business,2,5,0,2,0,55,840.0,female,4,Deluxe,3,AVP,474960.0,Single,No Car,0
Company Invited,3,Small Business,2,4,0,1,0,50,960.0,male,4,Standard,2,Senior Manager,399465.0,Married,Has Car,0
Self Enquiry,2,Small Business,2,4,0,2,0,31,540.0,male,4,Deluxe,2,Manager,339210.0,Married,Has Car,0
Self Enquiry,2,Salaried,2,4,0,2,0,44,600.0,male,4,Standard,8,Senior Manager,410000.0,Divorced,No Car,1
Company Invited,2,Small Business,2,4,0,1,0,40,720.0,male,4,Standard,2,Senior Manager,465660.0,Married,No Car,1
Self Enquiry,3,Small Business,2,4,0,2,0,50,480.0,male,4,Standard,1,Senior Manager,382980.0,Single,Has Car,0
Self Enquiry,2,Salaried,2,5,0,1,0,45,840.0,male,4,Standard,2,Senior Manager,522615.0,Divorced,No Car,1
