,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,age,duration
2657,Company Invited,3,Salaried,Ｆｅ　Ｍａｌｅ,3.0,3.0,DELUXE,3.0,3,0,2,Manager,321210.0,未婚/自動車所有/子供1人,0,34,2040.0
2658,Self Enquiry,2,Small Business,Female,3.0,2.0,DELUXE,3.0,5,0,2,Manager,351375.0,"離婚済み、自動車未所有,こども1人",0,43,1800.0
2659,Company Invited,3,Small Business,Male,3.0,2.0,Deluxe,3.0,2,0,1,Manager,月収37.0万円,離婚済み/自動車未所有／子供2人,0,32,840.0
2660,Company Invited,2,Salaried,Ｍａｌｅ,3.0,1.0,Basic,3.0,2,0,2,Executive,254505.0,結婚済み／自動車所有／子供1人,0,32,420.0
2661,Company Invited,3,Large Business,FEMALE,3.0,2.0,Deluxe,3.0,3,0,2,Manager,341295.0,"独身,車所持,子供1人",0,38,780.0
2662,Self Enquiry,2,Salaried,Male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,353940.0,結婚済み、自動車未所有、子供1人,0,30,1620.0
2663,Self Enquiry,2,Small Business,Male,3.0,3.0,Standard,3.0,年に1回,1,2,Senior Manager,342390.0,結婚済み、車所持、こども1人,0,32,1200.0
2664,Self Enquiry,3,Large Business,Male,3.0,4.0,Basic,3.0,5,1,1,Executive,310155.0,離婚済み、車未所持、子供2人,0,50,540.0
2665,Self Enquiry,1,Salaried,Male,3.0,3.0,Standard,3.0,年に2回,0,2,Senior Manager,337455.0,結婚済み	車所持	子供2人,0,39,360.0
2666,Self Enquiry,1,Salaried,Male,3.0,3.0,Standard,3.0,5,0,1,Senior Manager,月収39.0万円,結婚済み 自家用車あり　子供2人,0,53,420.0
2667,Self Enquiry,1,Salaried,FEMALE,3.0,3.0,Standard,3.0,2,0,1,Senior Manager,364830.0,"結婚済み,車未所持,子供有り 1人",0,30,300.0
2668,Self Enquiry,1,Salaried,Male,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,月収30.0万円,離婚済み　自家用車あり　子供2人,0,35,1320.0
2669,Self Enquiry,1,Large Business,Male,3.0,4.0,Basic,3.0,2,0,1,Executive,361800.0,結婚済み 自動車所有 子供1人,0,54,480.0
2670,Self Enquiry,1,Salaried,MALE,3.0,3.0,Basic,3.0,年に5回,0,2,Executive,352335.0,結婚済み、車未所持、子供1人,1,41,420.0
2671,Company Invited,1,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,2,Manager,325725.0,"独身,自動車未所有,子供有り 1人",0,38,1500.0
2672,Self Enquiry,1,Salaried,Male,3.0,3.0,Deluxe,3.0,年に3回,0,2,Manager,309030.0,結婚済み/自動車未所有/こども1人,0,42,1800.0
2673,Self Enquiry,1,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,429660.0,離婚済み、車未所持、子供1人,0,41,1980.0
2674,Company Invited,1,Small Business,FEMALE,3.0,4.0,Basic,3.0,2,0,1,Executive,263040.0,離婚済み/車所持/子供1人,0,32,900.0
2675,Self Enquiry,2,Salaried,Male,3.0,1.0,Deluxe,3.0,3,1,1,Manager,357600.0,離婚済み 自動車未所有　こども1人,0,42,480.0
2676,Self Enquiry,2,Large Business,Male,4.0,4.0,Standard,4.0,5,0,3,Senior Manager,532950.0,未婚、自家用車あり、こども3人,0,52,480.0
2677,Self Enquiry,1,Large Business,Female,3.0,3.0,Basic,3.0,5,1,2,Executive,260475.0,離婚済み／乗用車所持／こども1人,1,31,480.0
2678,Self Enquiry,2,Small Business,Male,3.0,4.0,Deluxe,3.0,5,0,5,Manager,379440.0,"結婚済み,車未所持,2児",0,43,2160.0
2679,Self Enquiry,1,Small Business,Male,3.0,2.0,Basic,3.0,7,0,2,Executive,月収30.0万円,未婚 自家用車なし 2児,1,48,480.0
2680,Self Enquiry,1,Small Business,Male,3.0,3.0,super deluxe,3.0,3,0,1,AVP,498405.0,結婚済み 車未所持 こども1人,0,45,1800.0
2681,Self Enquiry,2,Salaried,Female,3.0,3.0,Deluxe,3.0,2,0,4,Manager,月収30.0万円,結婚済み/自動車未所有/こども2人,0,52,1380.0
2683,Self Enquiry,2,Salaried,Male,4.0,3.0,Deluxe,3.0,5,0,3,Manager,355680.0,結婚済み、自動車未所有、子供3人,0,33,1980.0
2684,Self Enquiry,2,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,4,Manager,343185.0,離婚済み 車未所持 こども2人,0,42,1500.0
2685,Self Enquiry,1,Small Business,Female,4.0,4.0,Basic,4.0,7,0,4,Executive,341970.0,結婚済み	車未所持	子供3人,0,39,480.0
2686,Company Invited,1,Small Business,FEMALE,4.0,4.0,Basic,3.0,3,0,3,Executive,340170.0,"結婚済み,車未所持,子供3人",1,31,960.0
2687,Self Enquiry,1,Small Business,female,3.0,2.0,Basic,3.0,3,0,4,Executive,304440.0,離婚済み/車所持/子供2人,0,33,840.0
2688,Company Invited,1,Small Business,Male,3.0,1.0,Basic,3.0,3,0,3,Executive,月収30.0万円,結婚済み、車所持、2児,0,29,660.0
2689,Company Invited,1,Small Business,female,3.0,2.0,Basic,3.0,2,0,4,Executive,月収27.0万円,結婚済み　車所持　こども2人,0,35,1320.0
2690,Self Enquiry,1,Salaried,Male,3.0,4.0,deluxe,3.0,年に5回,0,4,Manager,374265.0,"離婚済み,車所持,子供有り(2人)",0,38,1920.0
2691,Company Invited,2,Small Business,male,3.0,5.0,Standard,4.0,年に2回,0,3,Senior Manager,426315.0,未婚、車所持、子供有り 2人,0,27,900.0
2692,Self Enquiry,2,Small Business,male,3.0,5.0,DELUXE,4.0,2,0,5,Manager,372495.0,離婚済み　車所持 子供有り 2人,0,37,1500.0
2693,Self Enquiry,2,Small Business,Female,3.0,5.0,deluxe,5.0,3,0,5,Manager,300435.0,離婚済み 車所持 子供2人,0,34,1020.0
2694,Self Enquiry,2,Salaried,Female,3.0,5.0,Standard,4.0,2,0,4,Senior Manager,396570.0,離婚済み／車所持/子供2人,0,28,960.0
2695,Self Enquiry,2,Small Business,Male,3.0,3.0,deluxe,3.0,4,0,4,Μanager,330480.0,結婚済み、車未所持、子供有り 1人,0,37,2040.0
2697,Self Enquiry,2,Small Business,Male,3.0,3.0,Deluxe,3.0,5,0,3,Manager,273990.0,結婚済み 自動車所有 こども1人,0,41,420.0
2698,Self Enquiry,3,Salaried,male,3.0,3.0,Deluxe,3.0,1,0,4,Manager,266190.0,結婚済み、車所持、子供1人,0,42,480.0
2699,Self Enquiry,2,Large Business,Ｍａｌｅ,3.0,3.0,Basic,3.0,1,1,5,Executive,263280.0,"独身、乗用車所持,子供1人",1,23,480.0
2700,Company Invited,2,Small Business,Female,3.0,6.0,basic,4.0,3,0,3,Executive,月収31.0万円,独身	車保有なし	子供2人,0,34,780.0
2701,Self Enquiry,1,Large Business,male,3.0,400.0,Basic,3.0,5,0,5,Executive,月収38.0万円,結婚済み、車所持、子供2人,0,50,480.0
2702,Self Enquiry,3,Small Business,Female,4.0,3.0,Deluxe,4.0,年に4回,0,1,Manager,月収30.0万円,離婚済み、車なし、こども1人,0,50,2040.0
2703,Self Enquiry,1,Salaried,MALE,3.0,4.0,Basic,3.0,5,0,4,Executive,314745.0,結婚済み 車未所持 子供1人,0,56,420.0
2704,Self Enquiry,1,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Basic,3.0,5,0,4,Executive,317610.0,独身 自家用車あり 子供1人,0,20,780.0
2705,Self Enquiry,1,Salaried,Male,3.0,4.0,Super ᗞeluxe,3.0,2,0,3,AVP,月収41.0万円,結婚済み、自動車未所有、子供2人,0,18,960.0
2707,Company Invited,1,Small Business,Male,3.0,3.0,king,3.0,1,0,3,VP,442545.0,独身	自家用車なし	こども2人,0,34,480.0
2708,Self Enquiry,3,Large Business,Ｍａｌｅ,3.0,2.0,Deluxe,3.0,3,0,4,Manager,月収40.0万円,"離婚済み,車なし,子供1人",0,46,720.0
2709,Self Enquiry,2,Salaried,FEMALE,3.0,6.0,super deluxe,5.0,6,0,3,AVP,572025.0,離婚済み、車所持、子供有り 2人,0,51,420.0
2710,Self Enquiry,1,Large Business,Male,3.0,3.0,King,3.0,1,0,5,VP,559950.0,結婚済み 自動車所有 こども1人,0,53,420.0
2711,Company Invited,1,Small Business,Female,3.0,4.0,Basic,3.0,2,0,2,Executive,268650.0,独身 車所持 子供なし,0,37,900.0
2712,Self Enquiry,1,Salaried,Male,3.0,3.0,King,3.0,5,0,5,VP,572460.0,未婚、乗用車所持、子供1人,0,59,840.0
2713,Company Invited,1,Salaried,ｍａｌｅ,3.0,3.0,Basic,3.0,3,0,4,Executive,490935.0,結婚済み/車未所持/子供2人,0,34,1080.0
2714,Self Enquiry,1,Large Business,MALE,4.0,4.0,basic,3.0,年に5回,0,2,Executive,328020.0,離婚済み、車所持、子供2人,1,38,540.0
2715,Self Enquiry,1,Salaried,Male,4.0,2.0,Basic,3.0,3,0,1,Executive,月収30.0万円,結婚済み 自動車未所有 こども1人,0,37,660.0
2716,Self Enquiry,1,Salaried,Ｆｅｍａｌｅ,4.0,4.0,BASIC,3.0,3,0,2,Exеcutivе,307920.0,独身 自動車未所有 子供1人,0,22,420.0
2717,Self Enquiry,2,Small Business,male,3.0,3.0,Deluxe,3.0,2,0,3,Μanager,345210.0,離婚済み、車未所持、子供1人,0,40,600.0
2718,Company Invited,1,Small Business,Male,4.0,4.0,Basic,3.0,2,0,2,Executive,月収31.0万円,結婚済み　自動車未所有　こども3人,0,46,420.0
2719,Self Enquiry,1,Salaried,male,3.0,4.0,Basic,3.0,3,0,4,Executive,328275.0,結婚済み／車未所持／子供2人,0,28,900.0
2720,Self Enquiry,1,Salaried,male,4.0,2.0,BASIC,3.0,5,0,2,Executive,392325.0,結婚済み、車所持、2児,0,30,540.0
2721,Self Enquiry,2,Small Business,ＦＥＭＡＬＥ,3.0,4.0,Basic,3.0,5,0,3,Executive,277815.0,結婚済み、車未所持、子供1人,0,54,480.0
2722,Self Enquiry,2,Small Business,Female,3.0,4.0,Basic,3.0,2,0,3,Executive,262425.0,"離婚済み、自家用車なし,子供1人",0,38,1020.0
2723,Self Enquiry,1,Large Business,Male,4.0,4.0,Standard,3.0,2,0,2,Executive,538785.0,結婚済み、車保有、こども3人,0,48,600.0
2724,Company Invited,3,Salaried,Male,3.0,3.0,Deluxe,3.0,年に2回,0,4,Manager,363225.0,離婚済み／自動車所有／子供無し,0,38,660.0
2725,Self Enquiry,3,Salaried,Female,3.0,3.0,Deluxe,3.0,3,0,5,Executive,月収32.0万円,離婚済み、自家用車あり、子供1人,0,45,420.0
2726,Self Enquiry,2,Salaried,male,3.0,4.0,KING,3.0,5,0,3,VP,375795.0,結婚済み、車所持、子供1人,0,43,900.0
2727,Company Invited,2,Salaried,male,3.0,3.0,Deluxe,3.0,2,0,4,Manager,月収33.0万円,結婚済み 車所持 子供なし,0,27,840.0
2728,Self Enquiry,2,Small Business,MALE,3.0,3.0,Standard,4.0,2,1,3,Senior Manager,405405.0,"結婚済み,車未所持,子供1人",1,31,480.0
2729,Self Enquiry,2,Small Business,Male,3.0,2.0,Deluxe,3.0,3,0,3,Manager,月収30.0万円,未婚 自動車未所有 1児,0,39,600.0
2732,Self Enquiry,1,Small Business,Male,3.0,4.0,King,5.0,2,0,4,VP,573285.0,離婚済み、車所持、わからない,0,40,420.0
2733,Self Enquiry,2,Salaried,Male,3.0,3.0,Deluxe,3.0,3,0,3,Manager,月収33.0万円,結婚済み、自動車所有、子供1人,0,32,1560.0
2734,Self Enquiry,2,Salaried,Male,3.0,2.0,Deluxe,3.0,2,0,4,Manager,333030.0,未婚 乗用車なし　子供1人,0,31,720.0
2735,Self Enquiry,1,Large Business,female,3.0,4.0,Basic,3.0,2,0,3,Executive,月収27.0万円,結婚済み／車未所持/こども1人,0,35,600.0
2737,Self Enquiry,1,Salaried,ＭＡＬＥ,2.0,5.0,King,5.0,5,0,5,VP,522105.0,結婚済み 車所持 子供の数不明,0,47,420.0
2738,Self Enquiry,2,Salaried,Male,3.0,3.0,standard,4.0,5,0,2,Senior Manager,331155.0,結婚済み、自動車所有、子供2人,0,51,780.0
2739,Company Invited,2,Small Business,Female,3.0,3.0,Deluxe,4.0,4,0,2,Manager,315585.0,独身、車所持、こども2人,0,30,420.0
2740,Self Enquiry,2,Small Business,Female,3.0,3.0,Deluxe,5.0,3,0,2,Manager,376665.0,結婚済み 車所持 こども2人,0,44,1740.0
2741,Self Enquiry,1,Salaried,female,4.0,4.0,Kıոg,3.0,5,0,4,VP,月収33.0万円,結婚済み、車未所持、子供1人,0,31,900.0
2742,Company Invited,2,Small Business,male,3.0,4.0,Standard,4.0,年に2回,0,3,Senior Manager,473385.0,結婚済み 自動車未所有 子供2人,0,26,1080.0
2743,Self Enquiry,2,Small Business,MALE,2.0,4.0,DELUXE,4.0,2,0,4,Manager,月収30.0万円,結婚済み、車所持、子供1人,0,20,600.0
2744,Company Invited,2,Small Business,Female,2.0,4.0,Basic,5.0,3,0,3,Executive,315360.0,離婚済み　自家用車なし　子供1人,0,30,600.0
2745,Self Enquiry,2,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Deluxe,5.0,3,0,3,Manager,330600.0,離婚済み、車未所持、子供1人,0,25,1080.0
2746,Self Enquiry,2,Large Business,MALE,3.0,4.0,Deluxe,5.0,5,0,3,Manager,月収40.0万円,離婚済み 車未所持 こども2人,0,45,1020.0
2747,Company Invited,2,Small Business,male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,364935.0,結婚済み 車未所持 子供1人,0,38,540.0
2748,Self Enquiry,2,Small Business,Male,2.0,4.0,𝙳eluxe,5.0,年に2回,0,4,Manager,月収30.0万円,未婚／自動車未所有/子供1人,0,43,840.0
2749,Self Enquiry,1,Large Business,male,3.0,1.0,Basic,3.0,3,0,4,Executive,264780.0,独身/車未所持/子供1人,1,22,540.0
2750,Self Enquiry,1,Small Business,Ｍａｌｅ,3.0,3.0,Basic,3.0,2,0,4,Executive,267450.0,結婚済み 車保有なし 子供1人,0,34,840.0
2751,Self Enquiry,2,Small Business,male,4.0,4.0,Basic,3.0,3,0,4,Executive,318030.0,結婚済み	車未所持	こども2人,0,23,1080.0
2752,Self Enquiry,3,Salaried,male,3.0,4.0,STANDARD,4.0,6,0,4,Senior Manager,360060.0,独身 車あり 子供2人,0,52,1020.0
2753,Self Enquiry,2,Salaried,Male,3.0,5.0,Deluxe,4.0,年に7回,0,4,Manager,344175.0,離婚済み 自動車未所有 子供2人,0,39,720.0
2754,Company Invited,2,Salaried,fe male,3.0,4.0,Standard,4.0,1,0,3,Senior Manager,370260.0,未婚	車所持	こども2人,0,42,840.0
2755,Company Invited,2,Salaried,Fe Male,3.0,4.0,standard,4.0,年に2回,0,3,Senior Manager,418530.0,結婚済み	自家用車あり	こども2人,0,44,480.0
2756,Self Enquiry,2,Salaried,Male,3.0,4.0,Deluxe,4.0,半年に1回,0,3,Manager,423645.0,未婚 車未所持 こども2人,0,36,840.0
2757,Self Enquiry,3,Salaried,female,3.0,5.0,Standard,4.0,1,0,4,Senior Manager,425955.0,結婚済み 自家用車あり 子供2人,0,34,660.0
2758,Self Enquiry,3,Salaried,Ｍａｌｅ,2.0,4.0,Standard,4.0,半年に1回,0,3,Senior Manager,408780.0,未婚 乗用車なし 子供1人,0,36,960.0
2759,Self Enquiry,2,Salaried,FEMALE,3.0,4.0,Standard,4.0,4,0,3,Senior Manager,433320.0,"離婚済み、車所持,子供2人",0,43,600.0
2760,Self Enquiry,2,Salaried,Male,3.0,4.0,Deluxe,4.0,年に5回,0,3,Manager,月収36.0万円,未婚、自動車未所有、子供有り 2人,0,29,660.0
2761,Self Enquiry,1,Salaried,Female,3.0,3.0,Basic,3.0,5,1,3,Executive,266685.0,結婚済み/車保有なし/子供1人,0,42,900.0
2762,Company Invited,1,Salaried,Male,3.0,4.0,Basic,3.0,年に4回,1,3,Executive,269925.0,離婚済み、車未所持、子供1人,1,36,600.0
2763,Self Enquiry,2,Small Business,Fe Male,2.0,4.0,Deluxe,4.0,3,1,3,Manager,374415.0,未婚、自動車所有、子供有り 1人,1,43,480.0
2764,Self Enquiry,2,Small Business,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,1,1,3,Senior Manager,267045.0,未婚、自動車未所有、子供1人,0,32,780.0
2765,Self Enquiry,1,Small Business,male,3.0,3.0,Basic,4.0,4,0,2,Executive,507720.0,離婚済み 車未所持 子供2人,0,48,420.0
2767,Self Enquiry,3,Small Business,male,2.0,5.0,basic,4.0,年に2回,0,4,Executive,338580.0,未婚/車所持/子供1人,0,26,720.0
2768,Self Enquiry,1,Small Business,ＦＥＭＡＬＥ,3.0,4.0,Basic,4.0,年に1回,0,4,Executive,262725.0,離婚済み 車所持 子供2人,0,27,420.0
2769,Self Enquiry,1,Small Business,MALE,2.0,4.0,deluxe,4.0,3,0,3,Senior Manager,334290.0,結婚済み/車所持/子供1人,0,36,1620.0
2770,Self Enquiry,1,Large Business,Male,3.0,4.0,standard,4.0,2,0,4,Senior Manager,481545.0,"結婚済み
車保有
こども2人",0,58,660.0
2771,Self Enquiry,1,Large Business,Male,2.0,4.0,Basic,4.0,2,0,4,Senior Manager,346740.0,独身　自家用車あり　子供1人,0,31,840.0
2772,Self Enquiry,1,Small Business,Male,3.0,4.0,Standard,5.0,3,0,4,Senior Manager,394530.0,結婚済み 自家用車なし 子供有り 2人,0,34,540.0
2773,Self Enquiry,1,Small Business,Fe Male,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,425670.0,未婚 自家用車あり 子供1人,0,54,900.0
2774,Self Enquiry,1,Large Business,Ｍａｌｅ,2.0,4.0,Basic,4.0,1,0,4,Executive,280050.0,離婚済み／乗用車所持／子供1人,0,48,900.0
2775,Self Enquiry,1,Large Business,male,3.0,4.0,super deluxe,5.0,6,0,3,AVP,445620.0,独身、車所持、子供有り 2人,0,44,540.0
2776,Self Enquiry,1,Small Business,Male,3.0,4.0,Basic,5.0,5,0,3,Executive,361905.0,"結婚済み,自動車所有,子供2人",0,51,540.0
2777,Self Enquiry,1,Large Business,Female,2.0,4.0,Basic,5.0,1,0,4,Executive,266535.0,結婚済み、車あり、子供1人,0,36,480.0
2778,Self Enquiry,1,Small Business,Male,2.0,4.0,Standard,4.0,1,0,4,Senior Manager,月収35.0万円,結婚済み／車所持／子供1人,0,26,1020.0
2779,Self Enquiry,1,Small Business,male,3.0,4.0,Basic,5.0,3,0,3,Executive,352695.0,未婚、車所持、子供2人,0,51,540.0
2780,Self Enquiry,1,Salaried,Male,3.0,4.0,Super Deluxe,4.0,年に2回,0,3,AVP,525690.0,結婚済み、自動車所有、子育て状況不明,0,26,540.0
2781,Company Invited,3,Small Business,Fe Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,367995.0,未婚／自家用車なし／こども1人,0,46,780.0
2782,Company Invited,3,Large Business,Fe Male,1.0,4.0,Standard,4.0,1,0,1,Senior Manager,386160.0,未婚、自動車所有、子供なし,0,50,780.0
2783,Company Invited,2,Salaried,Male,2.0,4.0,Deluxe,4.0,1,0,2,Manαger,342390.0,"離婚済み,自動車所有,こども1人",0,37,1200.0
2784,Company Invited,2,Salaried,Fe Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,356580.0,未婚　自動車所有　子供1人,0,54,480.0
2785,Company Invited,3,Small Business,Female,1.0,4.0,Deluxe,4.0,7,0,1,Manager,364875.0,未婚、自動車所有、子供なし,0,51,780.0
2786,Company Invited,1,Salaried,Fe Male,2.0,4.0,Standard,4.0,1,0,3,Senior Manager,365580.0,未婚、自動車所有、子供1人,0,32,720.0
2787,Self Enquiry,1,Salaried,Male,3.0,4.0,KING,5.0,3,0,5,VP,500325.0,離婚済み	自動車所有	子供2人,0,40,420.0
2788,Company Invited,1,Salaried,MALE,2.0,4.0,Super Deluxe,4.0,7,0,3,Executive,479115.0,離婚済み、車未所持、こども1人,0,48,540.0
2789,Self Enquiry,1,Salaried,Fe Male,3.0,4.0,Standard,4.0,年に6回,0,3,Senior Manager,358605.0,未婚／乗用車所持／こども2人,0,57,540.0
2790,Company Invited,1,Salaried,Female,3.0,4.0,Standard,4.0,2,0,3,Senior Manager,月収40.0万円,独身、自動車所有、子供2人,0,48,780.0
2791,Company Invited,1,Large Business,male,3.0,4.0,Super Deluxe,5.0,5,1,3,AVP,562860.0,結婚済み/車所持/子供2人,0,60,1980.0
2792,Company Invited,2,Salaried,Ｍａｌｅ,2.0,4.0,Deluxe,4.0,1,0,4,Executive,296100.0,"独身,車未所持,子供1人",0,30,1620.0
2793,Self Enquiry,1,Salaried,MALE,3.0,5.0,Kiոg,5.0,3,0,4,VP,567525.0,結婚済み、車未所持、子育て状況不明,0,44,660.0
2794,Self Enquiry,1,Small Business,female,2.0,4.0,Standard,5.0,5,0,4,Senior Manage𝙧,317595.0,未婚 車未所持 子供1人,0,50,960.0
2795,Self Enquiry,1,Large Business,Ｍａｌｅ,1.0,4.0,Standard,4.0,1,0,5,Senior Manager,345330.0,未婚/自動車所有/子供なし,0,40,780.0
2796,Self Enquiry,1,Large Business,Female,1.0,4.0,Βasıc,4.0,2,0,3,Executive,345060.0,離婚済み、自動車未所有、子供なし,1,31,900.0
2797,Self Enquiry,2,Small Business,male,2.0,4.0,standard,4.0,4,1,2,Senior Manager,394860.0,独身 車未所持 子供1人,0,35,1080.0
2798,Company Invited,3,Small Business,Ｍａｌｅ,2.0,4.0,standard,4.0,2,1,1,Senior Manager,468840.0,離婚済み、車未所持、子供1人,0,40,960.0
2799,Company Invited,1,Small Business,Female,2.0,4.0,Deluxe,4.0,1,0,2,Manager,301335.0,独身 車あり 子供1人,0,34,780.0
2800,Self Enquiry,1,Small Business,FEMALE,2.0,4.0,Standar𝔡,5.0,7,0,2,Senior Manager,464130.0,独身/車未所持/こども1人,0,36,480.0
2801,Self Enquiry,1,Small Business,Male,2.0,4.0,Super Deluxe,4.0,年に5回,0,2,AVP,572265.0,"離婚済み,車所持,子供1人",0,60,660.0
2802,Self Enquiry,1,Salaried,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,5,0,1,Senior Manager,月収40.0万円,"離婚済み、車未所持,子供1人",0,56,420.0
2803,Company Invited,1,Small Business,female,2.0,4.0,super deluxe,5.0,2,0,1,Manager,月収45.0万円,結婚済み、車未所持、1児,0,36,480.0
2804,Self Enquiry,1,Salaried,Female,2.0,4.0,standard,4.0,2,0,5,Senior Manager,330105.0,未婚、自家用車なし、こども1人,0,48,360.0
2805,Company Invited,1,Salaried,Fe Male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,365355.0,未婚、車保有、こども1人,0,36,420.0
2806,Self Enquiry,3,Salaried,Male,2.0,4.0,Standard,3.0,2,0,1,Senior Manager,394005.0,離婚済み 自家用車なし 子供無し,0,39,660.0
2807,Self Enquiry,1,Large Business,female,1.0,4.0,Standard,4.0,1,1,2,Senior Manager,月収39.0万円,結婚済み　自動車所有 子供なし,0,33,540.0
2808,Self Enquiry,1,Salaried,MALE,3.0,3.0,Deluxe,3.0,5,0,4,Manager,315495.0,結婚済み 車未所持 子供1人,0,40,900.0
2809,Company Invited,1,Salaried,ＭＡＬＥ,3.0,3.0,Deluxe,3.0,3,0,1,Manager,335205.0,"独身、車所持,子供2人",0,56,540.0
2810,Company Invited,3,Salaried,male,3.0,4.0,Super Deluxe,4.0,5,0,1,AVＰ,432105.0,離婚済み 車所持 子供1人,0,50,420.0
2811,Self Enquiry,1,Small Business,Male,4.0,4.0,Deluxe,3.0,年に7回,0,3,Manager,355125.0,結婚済み　自家用車なし　子供なし,0,52,1020.0
2812,Self Enquiry,2,Small Business,Female,3.0,4.0,DELUXE,3.0,3,0,3,Manager,355290.0,未婚、車所持、1児,0,40,2040.0
